"ColorName","ColorId","ColorHex"
"Amor Eterno","72998","#F3C4C9"
"Sorbet de Cereja","48226","#E8C4DB"
"Rosa Nevada","100803","#E6C4C5"
"Rosa Inglesa","48501","#E3C1C9"
"Ipê Rosado","237678","#E0C0DA"
"Pura Inspiração","232105","#EFBFC9"
"Rosa Vivo","48237","#E8BDD3"
"Bailarina","52391","#D6BBC9"
"Veludo Rosa","48517","#EBBABB"
"Rosa Turco","100785","#E9B9CA"
"Papel de Bala","232200","#ECB8BE"
"Papel de Bala","232200","#ECB8BE"
"Rosa Angorá","48228","#E4B6D6"
"Buquê de Lisianthus","237963","#E3B6C2"
"Rosa Retrô","100788","#D8B6C3"
"Movie Star","100797","#DDB5BA"
"Menina-Moça","48518","#EAB0B2"
"Casa de Boneca","232419","#F3A9A4"
"Cacto Dália","48273","#F0A9B1"
"Rosa Pátina","48503","#DBA9B6"
"Rosa Cintilante","48265","#ECA8B9"
"Bolo de Festa","237966","#E7A8BA"
"Bala de Cereja","48257","#E6A7BE"
"Passos de Dança","232315","#F4A6A8"
"Passos de Dança","232315","#F4A6A8"
"Rosa Valentim","48249","#E1A5C3"
"Papel de Carta","232417","#DCA29E"
"Baía de Coral","48284","#EEA197"
"Baía de Coral","48284","#EEA197"
"Turbilhão Framboesa","100789","#CB9DB0"
"Rosa Gloss","48274","#ED9AA3"
"Toque de Framboesa","52392","#C29AAF"
"Raspadinha de Groselha","237815","#D699B9"
"Desejos do Coração","52458","#DB9599"
"Graciosa","48487","#CB94B3"
"Beijo de Mãe","232204","#DD939C"
"Rosa Primavera","232204","#DD939C"
"Beijo de Mãe","232204","#DD939C"
"Rosa Indiana","52439","#D0929C"
"Praia de Coral","100681","#DE8E89"
"Praia de Coral","100681","#DE8E89"
"Melancia Doce","100677","#E18D93"
"Destino","100794","#E0899C"
"Doce de Festa","232424","#E88683"
"Rosa Carnaval","48250","#D486AC"
"Rosa Exótico","48230","#D185B7"
"Bela Rosa","265117","#C68597"
"Geléia de Framboesa","48496","#B88599"
"Buquê de Begônia","232322","#E48286"
"Parque de Diversões","237950","#D97A99"
"Flor de Primavera","237794","#BF7AA4"
"Rosa Flamingo","48259","#D37998"
"Rosa Requinte","237827","#AE7995"
"Flamingo Real","48520","#DB7680"
"Flor da Paixão","52415","#BB7191"
"Rosa Arbórea","52440","#C16D7E"
"Doce de Framboesa","100790","#A86D86"
"Vitamina de Morango","73106","#D86C80"
"Sorriso Jamaicano","266140","#D66B76"
"Vibrato","52063","#C1669D"
"Fúcsia Antiga","73682","#A8658C"
"Saia Rodada","232351","#DD646D"
"Biquini Carioca","237975","#CC6487"
"Rosa Carmim","100877","#AE639A"
"Rosa Fantasia","232397","#D86165"
"Moça Bonita","232189","#C95D73"
"Moça Bonita","232189","#C95D73"
"Palácio Antigo","237831","#915D79"
"Suco de Goiaba","232482","#BE5B59"
"Chá Dançante","100683","#C15A57"
"Chá Dancante","100683","#C15A57"
"Chá Dançante","100683","#C15A57"
"Rosa Jardineira","48489","#A25A85"
"Mandala","237798","#AD588F"
"Compota de Goiaba","52453","#9E555C"
"Passo da Dançarina","237909","#BE5385"
"Cereja Intensa","73906","#AE5367"
"Cereja Intensa","73906","#AE5367"
"Estilo Românico","100670","#AA516F"
"Dois Amores","232394","#AA5154"
"Vinhedo","52389","#82516F"
"Vinhedo","52389","#82516F"
"Espuma de Framboesa","232139","#B5506B"
"Flamboyant","48231","#B34F83"
"Azaléia","48223","#9D4F84"
"Vermelho Primoroso","52416","#A14C72"
"Brilho de Paris","52460","#AC4B57"
"Gelatina de Uva","237829","#744962"
"Toque Majestoso","237977","#AE486D"
"Canteiro de Flores","237891","#92486C"
"Desfile de Carnaval","232428","#C9464F"
"Bata Indiana","232285","#B94657"
"Framboesa","48497","#834662"
"Pipoca Doce","232241","#AB4357"
"Framboesa Radical","265637","#984356"
"Paixão Juvenil","232406","#C23F4B"
"Bordô Parisiense","237974","#8A3F59"
"Dia Feliz","48529","#B33E3F"
"Dia Feliz","48529","#B33E3F"
"Roxo Retrô","237835","#863B67"
"Toureiro","100685","#C33A38"
"Hibisco","76635","#B83944"
"Veludo Russo","52072","#7D395A"
"Jardim de Rosas","232283","#963747"
"Framboesa Silvestre","48224","#7D3761"
"Cereja","48269","#B23643"
"Fucsia Real","48232","#983660"
"Vermelho Batom","52179","#AF332E"
"Vermelho Picante","48253","#9D3352"
"Encontro Marcado","232286","#9E3147"
"Pitanga Madura","52181","#91302C"
"Amor","52173","#BD2F2C"
"Presença Feminina","232429","#A32E39"
"Rosa Maravilha","232091","#942D52"
"Pimenta Ardida","232691","#B02826"
"Encanto","76636","#99282C"
"Veludo Clássico","313","#7C2829"
"Canção Latina","232550","#A6272F"
"Sibéria","49597","#ECE9E7"
"Renda Fina","52390","#EEE8E8"
"Vela Aromatizada","53056","#EAE8E5"
"Rosa Penélope","52477","#EFE7E2"
"Charme Discreto","52450","#EEE7E5"
"Charme Discreto","52450","#EEE7E5"
"Suspeita de Rosa","49509","#F2E6E2"
"Lua Crescente","53099","#EDE6E2"
"Espírito Sereno","53070","#EBE5E5"
"Espírito Sereno","53070","#EBE5E5"
"Pérola Chinesa","232559","#EDE4E2"
"Pérola Chinesa","232559","#EDE4E2"
"Lisonja","48538","#F6E3DB"
"Amizade Doce","232787","#F0E0D9"
"Carinho de Criança","232557","#E5DFDE"
"Brilho Solar","233232","#EBDED4"
"Inércia","266195","#E8DCD2"
"Bela Canção","232270","#E5DCDC"
"Bela Canção","232270","#E5DCDC"
"Fragrância Doce","264182","#E2DCDC"
"Depois da Chuva","53095","#E5DBD7"
"Rubor Noturno","100798","#E9DAD9"
"Rosa Frágil","72847","#E7DADB"
"Toque de Lavanda","53100","#E6DAD6"
"Cinza Exótico","53078","#E3DAD8"
"Cinza Exótico","53078","#E3DAD8"
"Adorável Dama","48983","#E1D1D7"
"Malva Mineral","52386","#DED1D5"
"Malva Mineral","52386","#DED1D5"
"Amor de Mãe","232570","#E3CFCB"
"Templo da Oração","232431","#DFCFCC"
"Templo da Oração","232431","#DFCFCC"
"Vestido de Boneca","232268","#DBCFD0"
"Vestido de Boneca","232268","#DBCFD0"
"Rosa Vintage","232097","#E6CED0"
"Rosa Melodia","532242","#E3CED2"
"Penélope","52434","#E2CECF"
"Rosa Novo","48999","#DECDD0"
"Balé Rosa","48523","#ECCCC8"
"Balé Rosa","48523","#ECCCC8"
"Goiaba Suave","100812","#E9CCC5"
"Executivo","53079","#D6CCCA"
"Couro Rosado","52470","#E7CBC7"
"Couro Rosado","52470","#E7CBC7"
"Rosa Clássico","232077","#DEC7CB"
"Suave Serenata","232413","#E4C5C1"
"Início da Primavera","232433","#D8C5C1"
"Rosa Puccini","49032","#D6C0BE"
"Malva de Inverno","49007","#D3BFC1"
"Malva de Inverno","49007","#D3BFC1"
"Malva Suave","48985","#CDB9C3"
"Malva Suave","48985","#CDB9C3"
"Laço de Amor","49024","#DDB8B8"
"Caixa de Surpresa","232852","#DAB6AB"
"Rosa Restauração","100799","#D6B5B8"
"Buquê de Rosas","49001","#D0B5BB"
"Inspiração Poética","52485","#E3B3A8"
"Escultura em Madeira","53102","#CBB3AD"
"Escultura em Madeira","53102","#CBB3AD"
"Escultura em Madeira","53102","#CBB3AD"
"Vinho Suave","53073","#C3B3B8"
"Rosa Empoeirada","49033","#CEB2AF"
"Rosa Empoeirada","49033","#CEB2AF"
"Impressionista","100801","#B6A5A6"
"Porção de Amoras","49009","#C1A4A9"
"Presente Romântico","232501","#C49F9A"
"Presente Romântico","232501","#C49F9A"
"Blush Rosado","232389","#D49C9B"
"Rosa Irlandesa","49019","#C79CA3"
"Flores Empoeiradas","100808","#D59B96"
"Melindrosa","237962","#C199A3"
"Santa Rosa","49035","#BC9795"
"Santa Rosa","49035","#BC9795"
