"ColorName","ColorId","ColorHex"
"Canário da Terra","2670E","#D7D07F"
"Neon","2671E","#C6BE6D"
"Oliveira","2672E","#948741"
"Massa de Bolo","2673E","#F0EDDA"
"Névoa do Mar","2674E","#E5DDC8"
"Verde Neutro","2675E","#D3CCAF"
"Caçador","2676E","#B3AC8F"
"Seiva","2677E","#9A9472"
"Floreira","2678E","#888365"
"Fibra","2679E","#5F6052"
"Nascente","2680E","#F0EDDA"
"Crochê","2681E","#DDD2BC"
"Verdes Vales","2682E","#CDBF98"
"Lentilha","2683E","#BEB187"
"Bicho de Folha","2684E","#A29A6B"
"Folha Caída","2685E","#9A8E64"
"Aliche","2686E","#7C7153"
"Baunilha Francesa","2687E","#F0EDDA"
"Máscara","2688E","#EEE5C4"
"Linho Antigo","2689E","#D9D0A7"
"Chá de Cidreira","2690E","#CABD93"
"Caldo Verde","2691E","#BBA66F"
"Cigarra","2692E","#AA9B64"
"Camponês","2693E","#746F49"
"Molho Branco","2694E","#F1F0DB"
"Palavra Doce","2695E","#F6EDCC"
"Manteiga de Cacau","2696E","#F2E6AC"
"Toque de Midas","2697E","#E8D590"
"Mostarda Alemã","2698E","#DAC26A"
"Pó de Ouro","2699E","#CCB650"
"Campo de Oliva","2700E","#A79243"
"Sorvete Cremoso","2701E","#F2EDD9"
"Doce de Limão","2702E","#F6EDCC"
"Bala de Goma","2703E","#F0E3B9"
"Soja","2704E","#E5D099"
"Grão de Bico","2705E","#DFC18D"
"Novelo de Lã","2706E","#C9AC66"
"Mostarda Escura","2707E","#9A8448"
"Semente de Abóbora","2708E","#F0EFD3"
"Porcelana","2709E","#EDDFBC"
"Trigo","2710E","#DFCDA5"
"Linhaça Branca","2711E","#D5C091"
"Sombra Dourada","2712E","#BEA374"
"Corrida do Ouro","2713E","#AF9562"
"Cipó","2714E","#8D7D4C"
"Raiar do Dia","2715E","#F0EEE2"
"Areia Indiana","2716E","#E4DEC8"
"Biscoito de Açúcar","2717E","#D2C2A8"
"Areia Marroquina","2718E","#BFAE90"
"Quiosque","2719E","#A59573"
"Sertões","2720E","#948163"
"Folhas Secas","2721E","#786753"
"Espumante","2722E","#F3EEDA"
"Preguiça da Manhã","2723E","#EFE9C9"
"Flocos de Aveia","2724E","#E6D8B3"
"Litoral","2725E","#DCCAA2"
"Camelo","2726E","#C1A274"
"Anos Dourados","2727E","#B19565"
"Casa na Árvore","2728E","#907957"
"Parafina","2729E","#EEEBDC"
"Leite de Aveia","2730E","#EFE7D4"
"Inca","2731E","#E3D3B2"
"Pão com Gergelim","2732E","#D2C3A2"
"Fazenda","2733E","#C4B28E"
"Caminhada","2734E","#AC9061"
"Verde Camuflado","2735E","#867450"
"Recheio de Bolo","2736E","#F2EFDE"
"Óleo de Amêndoa","2737E","#ECD7C2"
"Sombra na Praia","2738E","#D3C2A8"
"Café com Leite","2739E","#C0A98A"
"Urso de Pelúcia","2740E","#AC9375"
"Cadeira de Balanço","2741E","#9E8161"
"Raposa","2742E","#806B50"
"Camisa de Seda","2743E","#F1EDE4"
"Areia do Saara","2744E","#F2E1CF"
"Pirâmide do Egito","2745E","#E1CDB4"
"Caramelo","2746E","#CAAD8D"
"Coco Queimado","2747E","#B99670"
"Cesto de Vime","2748E","#A68562"
"Bala Caramelada","2749E","#87694D"
"Celulose","2750E","#F2ECDC"
"Iogurte de Pêssego","2751E","#F3E3CA"
"Biscoito de Polvilho","2752E","#EED6BA"
"Licor de Chocolate","2753E","#D7B391"
"Savana","2754E","#C79977"
"Choconhaque","2755E","#B4875E"
"Tamarindo","2756E","#9F7952"
"Miragem no Deserto","2757E","#EFEDDE"
"Creme de Amêndoa","2758E","#EBD5BD"
"Churros Recheado","2759E","#D7BDA4"
"Chá com Leite","2760E","#C7A889"
"Açúcar Mascavo","2761E","#B9916E"
"Pele Morena","2762E","#A87D5D"
"Canela","2763E","#88694D"
"Beijinho Doce","2764E","#EEE7D7"
"Pudim de Leite","2765E","#E4D4BD"
"Quebra Nozes","2766E","#DAC5B0"
"Creme Expresso","2767E","#B79D86"
"Cappuccino","2768E","#A5856C"
"Cajueiro","2769E","#947560"
"Tigre de Java","2770E","#77624D"
"Rubor de Damasco","2771E","#F4EBDC"
"Bala de Leite","2772E","#F0DFCF"
"Asteca","2773E","#E0CBB6"
"Camafeu","2774E","#CCB19C"
"Papel Craft","2775E","#AF8D71"
"Havana","2776E","#9E7B65"
"Rústica","2777E","#7A644F"
"Leite de Cabra","2778E","#F1F1E9"
"Palheiro","2779E","#ECD9CA"
"Raposa do Campo","2780E","#DEBFAB"
"Mocassim","2781E","#C6A48B"
"Juba de Leão","2782E","#AE8A72"
"Castanha do Pará","2783E","#9D785D"
"Mesa Rústica","2784E","#7E614F"
"Chapéu de Palha","2785E","#EBDECE"
"Torrada","2786E","#EDD3BC"
"Castelo de Areia","2787E","#E6C4A9"
"Cobertura de Caramelo","2788E","#D1A483"
"Rapadura","2789E","#BD8D69"
"Doce de Leite","2790E","#AF7D5C"
"Olhos Castanhos","2791E","#8D6A56"
"Manjar dos Deuses","2792E","#EFE5DB"
"Toalha de Mesa","2793E","#E1CCBB"
"Colcha de Linho","2794E","#DEC3B0"
"Tarde de Outono","2795E","#C6A68F"
"Mousse","2796E","#A17B68"
"Esquilo","2797E","#957159"
"Charuto Cubano","2798E","#8B6250"
"Macadâmia","2799E","#F4E9E3"
"Biscoito Champanhe","2800E","#F3D8CD"
"Granola","2801E","#CBA286"
"Arroz Integral","2802E","#CDA186"
"Lenhador","2803E","#B98770"
"Avelã","2804E","#A3775E"
"Obelisco","2805E","#926852"
"Toque de Pele","2806E","#F3E5DC"
"Rosa Bronzeada","2807E","#F0D2C7"
"Deserto do Atacama","2808E","#E7BCAB"
"Folha de Outono","2809E","#D29D8B"
"Vaso de Barro","2810E","#B68068"
"Canela em Pó","2811E","#AA6C57"
"Pau Brasil","2812E","#925D4B"
"Aconchegante","2813E","#F5D5CA"
"Território","2814E","#E2BBAC"
"Terraço","2815E","#D7AD9F"
"Ferrugem de Cedro","2816E","#C89385"
"Melaço","2817E","#A97B64"
"Creme de Avelã","2818E","#9F675A"
"Chocolate Derretido","2819E","#8C5948"
"Base Facial","2820E","#ECD3CC"
"Rosa da Manhã","2821E","#E3BBAF"
"Tradição","2822E","#D7B1A8"
"Coliseu","2823E","#BD8B80"
"Centeio Integral","2824E","#A8705F"
"Jangada","2825E","#966556"
"Ovo de Páscoa","2826E","#83574A"
"Dinastia","2827E","#ECE3DE"
"Pedra São Tomé","2828E","#DEC5BE"
"Deserto do Saara","2829E","#C9B5AC"
"Flan de Chocolate","2830E","#B2968A"
"Trufa Recheada","2831E","#997E6D"
"Pássaro Marrom","2832E","#89685F"
"Grão de Café","2833E","#6F594C"
"Linho","2834E","#ECE3DE"
"Areia Movediça","2835E","#D8CBC3"
"Canyon","2836E","#CBBCB5"
"Arenoso","2837E","#A99385"
"Lareira","2838E","#927770"
"Marrom Castanha","2839E","#7E665A"
"Cacau","2840E","#5E4D45"
"Porcelana Fina","2841E","#F3EAE3"
"Praia Tropical","2842E","#E6D3CC"
"Vênus de Milo","2843E","#D9C5BE"
"Trilha","2844E","#BE9D94"
"Cupcake","2845E","#A07A6D"
"Artesanal","2846E","#8B695D"
"Chocolate ao Leite","2847E","#6F584A"
"Meditação","2848E","#EEE7DF"
"Creme de Bombom","2849E","#E0C8C6"
"Arena","2850E","#CFB2AC"
"Falésia","2851E","#C1A097"
"Muralhas","2852E","#876661"
"Cão de Caça","2853E","#7B5F54"
"Brownie","2854E","#685143"
"Pó de Arroz","2855E","#ECE7E1"
"Leite Maltado","2856E","#D9CAC7"
"Obra de Arte","2857E","#C9BAB7"
"Templos do Tibet","2858E","#B6A1A0"
"Arte da Terra","2859E","#896B6B"
"Chocolate Quente","2860E","#775D5C"
"Especialidade Suíça","2861E","#5F4C48"
"Calcário","2862E","#E8E0DD"
"Enevoado","2863E","#E3DBD8"
"Rochoso","2864E","#D6CACC"
"Escultura de Areia","2865E","#B6AAAC"
"Enseada Pedregosa","2866E","#9A8E90"
"Terra Tundra","2867E","#706060"
"Café Torrado","2868E","#554A48"
"Marshmallow","2869E","#E7E2DE"
"Geada","2870E","#D7D6D4"
"Sinal de Fumaça","2871E","#BBB9BA"
"Cinzas Vulcânicas","2872E","#979193"
"Cordel","2873E","#787677"
"Anoitecer","2874E","#646263"
"Chumbo","2875E","#4A4849"
"Inverno Místico","2876E","#ECEDE7"
"Neblina Intensa","2877E","#D4CBCC"
"Cavaleiro Medieval","2878E","#B9B1AE"
"Nevoeiro","2879E","#9B908A"
"Clássico","2880E","#7F7872"
"Solo Sagrado","2881E","#6B6263"
"Portão do Castelo","2882E","#514C48"
"Névoa Taupe","2883E","#E8E1DB"
"Suavidade","2884E","#E2D7D1"
"Relva Seca","2885E","#CCBFB9"
"Cratera Lunar","2886E","#AA9793"
"Pinha","2887E","#897870"
"Tronco de Árvore","2888E","#7A6C63"
"Café Parisiense","2889E","#504541"
"Arroz Doce","2890E","#ECE1DB"
"Fio de Seda","2891E","#DDD3C9"
"Nó","2892E","#CFBDAF"
"João-de-Barro","2893E","#B19E8F"
"Raiz","2894E","#998473"
"Urso Pardo","2895E","#887264"
"Terra Rica","2896E","#675549"
"Cogumelo","2897E","#F2EBE3"
"Boneca de Porcelana","2898E","#D6CFC5"
"Tempestade de Areia","2899E","#C2B5A5"
"Arcádia","2900E","#AFA291"
"Colheita de Azeitonas","2901E","#A19181"
"Trilha Empoeirada","2902E","#837163"
"Erva Seca","2903E","#665951"
"Asa do Anjo","2904E","#F3EEE8"
"Grão de Quinoa","2905E","#DFD7CA"
"Oca","2906E","#C8C0B3"
"Forte","2907E","#BAAE9E"
"Centeio","2908E","#8D826C"
"Noz de Farelo","2909E","#7E735F"
"Pardo Suíço","2910E","#63574B"
"Urso Polar","2911E","#F2F2EA"
"Névoa de Mármore","2912E","#E4E0D7"
"Concha do Mar","2913E","#D9CFC5"
"Fio Persa","2914E","#BDB3A7"
"Nó de Marinheiro","2915E","#878175"
"Caverna Perdida","2916E","#767064"
"Ilha de Páscoa","2917E","#655B51"
"Creme Aerado","2918E","#EEE7DF"
"Dunas do Ceará","2919E","#DAD6CD"
"Sombra de Rapina","2920E","#C6C0B4"
"Cerâmica Grega","2921E","#A39F93"
"Cáqui Escuro","2922E","#7D796D"
"Arte Rústica","2923E","#7B746A"
"Pedra de Lava","2924E","#58544B"
"Pão Sírio","2925E","#E8E8E0"
"Cevada","2926E","#D8D6CA"
"Terra da Garoa","2927E","#C5C3B4"
"Colina","2928E","#ABA899"
"Tartaruga Marinha","2929E","#8C8D7D"
"Acácia","2930E","#7C7D6B"
"Musgo Escuro","2931E","#5B5D4F"
"Verde Espuma","2932E","#E6E9E2"
"Creme de Jade","2933E","#D6DBD4"
"Copa da Floresta","2934E","#BFC9BE"
"Parque Iguaçu","2935E","#96A296"
"Chá da Tarde","2936E","#7A867A"
"Lagarto","2937E","#6A7469"
"Eucalipto","2938E","#515D53"
"Menta","2939E","#EBEEE7"
"Atmosfera","2940E","#CFD5D3"
"Cavaleiro","2941E","#B4BDBC"
"Sálvia Doce","2942E","#96A19D"
"Golfo","2943E","#7D8681"
"Selva Escura","2944E","#68736F"
"Bosque Irlandês","2945E","#4A4947"
"Recordações","2946E","#E3E4DE"
"Ciclone","2947E","#D3D3D3"
"Torre","2948E","#BBBDBC"
"Pedra Brita","2949E","#9B9C9E"
"Muralha de Concreto","2950E","#828483"
"Abismo","2951E","#67706F"
"Noite","2952E","#434446"
"Branco Rústico","2953E","#F0F0E8"
"Lua e Estrelas","2954E","#DBD8D3"
"Silhueta","2955E","#C2C2C0"
"Monte Rochoso","2956E","#A5A4A2"
"Deslize de Pedras","2957E","#80807E"
"Noturno","2958E","#6B6B69"
"Campo Escuro","2959E","#4B4B4B"
"Nata","2960E","#E6E8E7"
"Luzes da Cidade","2961E","#D7D9D8"
"Noite de Prata","2962E","#B9C2C1"
"Céu de Atlantis","2963E","#939CA1"
"Titânio","2964E","#777F82"
"Selva de Pedra","2965E","#687176"
"Nanquim","2966E","#41464A"
"Flocos de neve","2967E","#E6EBE7"
"Sombra Nebulosa","2968E","#D7E0DF"
"Poeira de Sonho","2969E","#C2D0D1"
"Pedrisco","2970E","#98A7AE"
"Tom de Gris","2971E","#6D8589"
"Densa Fumaça","2972E","#5A6E75"
"Colinas Distantes","2973E","#485254"
"Canção de Ninar","2974E","#EBEDEC"
"Mirante","2975E","#DADEDD"
"Meditar","2976E","#ADBAC3"
"Pedra Vulcânica","2977E","#8D9BA6"
"Galáxia","2978E","#6D7D8A"
"Céu Melancólico","2979E","#5D6B76"
"Azul Tempestuoso","2980E","#3D4550"
"Céu de Ícaro","2981E","#DADFE2"
"Constelação","2982E","#C1CFD8"
"Onda do Oceano","2983E","#A1B4C3"
"Mágico Azul","2984E","#8BA0B5"
"Tempestade","2985E","#678094"
"Azul Campestre","2986E","#56728A"
"Céu da Meia Noite","2987E","#3E4A5A"
"Gotículas","2988E","#E1E3E2"
"Algodão Doce","2989E","#CED6D9"
"Mundo Encantado","2990E","#ADBCCF"
"Impressionismo","2991E","#8E9EB5"
"Balanço do Mar","2992E","#6F809C"
"Rapsódia Azul","2993E","#5E6F81"
"Marinho","2994E","#464B5F"
"Concentração","2995E","#E1E3E2"
"Meia Lua","2996E","#CFD4DA"
"Noite Nebulosa","2997E","#B4BAC8"
"Riacho da Fonte","2998E","#959CAF"
"Fantasia","2999E","#797F99"
"Barba Azul","3000E","#636B80"
"Tatuagem de Henna","3001E","#262A39"
"Luva Branca","3002E","#E9EDE2"
"Sino de Gelo","3003E","#BDBEC0"
"Chuva de Prata","3004E","#9A9DA3"
"Sons do Mar","3005E","#8D9098"
"Pólvora","3006E","#666C77"
"Mina de Carvão","3007E","#484D5D"
"Eclipse","3008E","#282529"
